"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
21,"MERCER",1245,"EAST WINDSOR REGIONAL",52,"Sent Oth Dist SpEd",88.0,73.5,63.5
21,"MERCER",1245,"EAST WINDSOR REGIONAL",60,"Received Oth Dist",41.0,54.5,0.0
21,"MERCER",1245,"EAST WINDSOR REGIONAL",70,"State Facilities",2.0,0,0.0
21,"MERCER",1430,"EWING TWP",11,"Onroll (Full)",2995.0,2923.0,2951.0
21,"MERCER",1430,"EWING TWP",12,"Onroll (Shared)",49.0,45.0,45.0
21,"MERCER",1430,"EWING TWP",21,"Onroll (SpEd Full)",582.0,601.0,583.0
21,"MERCER",1430,"EWING TWP",22,"Onroll (SpEd Shared)",26.0,21.0,21.0
21,"MERCER",1430,"EWING TWP",40,"Sent Private School",21.0,15.0,0.0
21,"MERCER",1430,"EWING TWP",51,"Sent Oth Dist Reg",2.0,3.0,3.0
21,"MERCER",1430,"EWING TWP",52,"Sent Oth Dist SpEd",32.0,30.0,46.0
21,"MERCER",1430,"EWING TWP",60,"Received Oth Dist",25.0,42.0,13.0
21,"MERCER",1430,"EWING TWP",70,"State Facilities",3.0,5.0,5.0
21,"MERCER",1950,"HAMILTON TWP",11,"Onroll (Full)",10122.0,9838.0,9724.0
21,"MERCER",1950,"HAMILTON TWP",12,"Onroll (Shared)",158.0,173.0,170.0
21,"MERCER",1950,"HAMILTON TWP",13,"Onroll (Reg Adult HS)",10.5,9.0,0.0
21,"MERCER",1950,"HAMILTON TWP",21,"Onroll (SpEd Full)",1601.0,1628.0,1624.0
21,"MERCER",1950,"HAMILTON TWP",22,"Onroll (SpEd Shared)",125.0,114.0,114.0
21,"MERCER",1950,"HAMILTON TWP",40,"Sent Private School",67.0,61.0,61.0
21,"MERCER",1950,"HAMILTON TWP",51,"Sent Oth Dist Reg",12.0,5.0,5.0
21,"MERCER",1950,"HAMILTON TWP",52,"Sent Oth Dist SpEd",145.5,131.5,141.5
21,"MERCER",1950,"HAMILTON TWP",60,"Received Oth Dist",33.0,51.0,10.0
21,"MERCER",1950,"HAMILTON TWP",70,"State Facilities",8.0,4.0,4.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",11,"Onroll (Full)",3189.0,3181.0,3112.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",12,"Onroll (Shared)",12.0,11.0,12.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",21,"Onroll (SpEd Full)",428.0,455.0,445.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",22,"Onroll (SpEd Shared)",9.0,14.0,18.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",40,"Sent Private School",28.5,33.0,34.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",51,"Sent Oth Dist Reg",2.0,1.0,2.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",52,"Sent Oth Dist SpEd",12.5,10.0,10.0
21,"MERCER",2280,"HOPEWELL VALLEY REGIONAL",60,"Received Oth Dist",15.0,18.0,21.0
21,"MERCER",2580,"LAWRENCE TWP",11,"Onroll (Full)",3460.0,3379.0,3379.0
21,"MERCER",2580,"LAWRENCE TWP",12,"Onroll (Shared)",24.0,19.0,19.0
21,"MERCER",2580,"LAWRENCE TWP",21,"Onroll (SpEd Full)",508.0,522.0,513.0
21,"MERCER",2580,"LAWRENCE TWP",22,"Onroll (SpEd Shared)",23.0,23.0,23.0
21,"MERCER",2580,"LAWRENCE TWP",40,"Sent Private School",29.0,26.0,26.0
21,"MERCER",2580,"LAWRENCE TWP",51,"Sent Oth Dist Reg",7.0,5.0,5.0
21,"MERCER",2580,"LAWRENCE TWP",52,"Sent Oth Dist SpEd",23.0,21.0,39.5
21,"MERCER",2580,"LAWRENCE TWP",60,"Received Oth Dist",28.0,35.0,35.0
21,"MERCER",2580,"LAWRENCE TWP",70,"State Facilities",2.0,1.0,1.0
21,"MERCER",3103,"MERCER CO SPECIAL SERVICE",21,"Onroll (SpEd Full)",620.0,608.0,615.0
21,"MERCER",3103,"MERCER CO SPECIAL SERVICE",22,"Onroll (SpEd Shared)",32.0,36.0,20.0
21,"MERCER",3105,"MERCER COUNTY VOCATIONAL",11,"Onroll (Full)",212.0,194.0,194.0
21,"MERCER",3105,"MERCER COUNTY VOCATIONAL",12,"Onroll (Shared)",371.0,407.0,405.0
21,"MERCER",3105,"MERCER COUNTY VOCATIONAL",21,"Onroll (SpEd Full)",9.0,45.0,0.0
21,"MERCER",3105,"MERCER COUNTY VOCATIONAL",22,"Onroll (SpEd Shared)",347.0,340.0,331.0
21,"MERCER",3105,"MERCER COUNTY VOCATIONAL",30,"Post-Secondary (Full)",30.0,18.0,0.0
21,"MERCER",4255,"PRINCETON",11,"Onroll (Full)",3418.0,3418.0,3373.0
21,"MERCER",4255,"PRINCETON",12,"Onroll (Shared)",4.0,6.0,6.0
21,"MERCER",4255,"PRINCETON",21,"Onroll (SpEd Full)",455.0,508.0,497.0
21,"MERCER",4255,"PRINCETON",22,"Onroll (SpEd Shared)",14.0,8.0,8.0
21,"MERCER",4255,"PRINCETON",40,"Sent Private School",21.0,16.0,16.0
21,"MERCER",4255,"PRINCETON",50,"Sent Contract Presch",1.0,0,0.0
21,"MERCER",4255,"PRINCETON",51,"Sent Oth Dist Reg",2.0,2.0,0.0
21,"MERCER",4255,"PRINCETON",52,"Sent Oth Dist SpEd",21.0,19.0,33.0
21,"MERCER",4255,"PRINCETON",60,"Received Oth Dist",328.5,367.0,322.0
21,"MERCER",5210,"TRENTON CITY",11,"Onroll (Full)",11468.0,11647.5,11700.0
21,"MERCER",5210,"TRENTON CITY",12,"Onroll (Shared)",16.0,14.0,14.0
21,"MERCER",5210,"TRENTON CITY",13,"Onroll (Reg Adult HS)",187.0,117.5,104.0
21,"MERCER",5210,"TRENTON CITY",21,"Onroll (SpEd Full)",1808.0,1829.0,1906.0
21,"MERCER",5210,"TRENTON CITY",22,"Onroll (SpEd Shared)",8.0,6.0,6.0
21,"MERCER",5210,"TRENTON CITY",40,"Sent Private School",181.5,197.0,197.0
21,"MERCER",5210,"TRENTON CITY",50,"Sent Contract Presch",1869.0,1887.0,1888.0
21,"MERCER",5210,"TRENTON CITY",51,"Sent Oth Dist Reg",170.0,97.0,96.0
21,"MERCER",5210,"TRENTON CITY",52,"Sent Oth Dist SpEd",404.0,412.5,336.0
21,"MERCER",5210,"TRENTON CITY",70,"State Facilities",88.0,69.0,69.0
21,"MERCER",5510,"ROBBINSVILLE TWP",11,"Onroll (Full)",2610.0,2658.0,2616.0
21,"MERCER",5510,"ROBBINSVILLE TWP",12,"Onroll (Shared)",11.0,6.0,0.0
21,"MERCER",5510,"ROBBINSVILLE TWP",21,"Onroll (SpEd Full)",330.0,321.0,356.0
21,"MERCER",5510,"ROBBINSVILLE TWP",22,"Onroll (SpEd Shared)",15.0,9.0,0.0
21,"MERCER",5510,"ROBBINSVILLE TWP",40,"Sent Private School",10.0,6.5,0.0
21,"MERCER",5510,"ROBBINSVILLE TWP",52,"Sent Oth Dist SpEd",12.0,14.0,17.0
21,"MERCER",5510,"ROBBINSVILLE TWP",60,"Received Oth Dist",24.0,26.0,2.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",11,"Onroll (Full)",8805.0,8778.0,8682.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",12,"Onroll (Shared)",9.0,11.0,11.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",21,"Onroll (SpEd Full)",817.0,811.0,945.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",22,"Onroll (SpEd Shared)",22.0,20.0,0.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",40,"Sent Private School",43.0,63.0,77.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",51,"Sent Oth Dist Reg",4.0,1.0,1.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",52,"Sent Oth Dist SpEd",60.0,66.0,87.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",60,"Received Oth Dist",26.0,14.0,14.0
21,"MERCER",5715,"W WINDSOR-PLAINSBORO REG",70,"State Facilities",2.0,1.0,0.0
23,"MIDDLESEX",0750,"CARTERET BORO",11,"Onroll (Full)",3394.0,3366.0,3365.0
23,"MIDDLESEX",0750,"CARTERET BORO",21,"Onroll (SpEd Full)",329.0,340.0,340.0
23,"MIDDLESEX",0750,"CARTERET BORO",22,"Onroll (SpEd Shared)",4.0,7.0,7.0
23,"MIDDLESEX",0750,"CARTERET BORO",40,"Sent Private School",35.0,33.0,33.0
23,"MIDDLESEX",0750,"CARTERET BORO",51,"Sent Oth Dist Reg",3.0,0.0,0.0
23,"MIDDLESEX",0750,"CARTERET BORO",52,"Sent Oth Dist SpEd",47.5,42.0,42.0
23,"MIDDLESEX",0750,"CARTERET BORO",60,"Received Oth Dist",1.0,0,0.0
23,"MIDDLESEX",0750,"CARTERET BORO",70,"State Facilities",4.0,7.0,0.0
23,"MIDDLESEX",0970,"CRANBURY TWP",11,"Onroll (Full)",456.0,436.0,428.0
23,"MIDDLESEX",0970,"CRANBURY TWP",21,"Onroll (SpEd Full)",58.0,57.0,56.0
23,"MIDDLESEX",0970,"CRANBURY TWP",40,"Sent Private School",6.5,1.0,2.0
23,"MIDDLESEX",0970,"CRANBURY TWP",51,"Sent Oth Dist Reg",217.0,236.0,231.0
23,"MIDDLESEX",0970,"CRANBURY TWP",52,"Sent Oth Dist SpEd",34.5,41.0,38.0
23,"MIDDLESEX",0970,"CRANBURY TWP",60,"Received Oth Dist",12.0,13.0,14.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",11,"Onroll (Full)",1062.0,1034.0,1019.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",21,"Onroll (SpEd Full)",96.0,95.0,92.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",22,"Onroll (SpEd Shared)",1.0,0,0.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",40,"Sent Private School",8.0,7.0,21.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",52,"Sent Oth Dist SpEd",13.0,16.0,1.0
23,"MIDDLESEX",1140,"DUNELLEN BORO",60,"Received Oth Dist",17.0,25.0,0.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",11,"Onroll (Full)",7423.0,7286.0,7353.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",12,"Onroll (Shared)",13.0,13.0,1.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",21,"Onroll (SpEd Full)",940.0,950.0,1011.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",22,"Onroll (SpEd Shared)",19.0,27.0,1.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",40,"Sent Private School",39.0,36.0,0.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",52,"Sent Oth Dist SpEd",28.0,26.0,0.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",60,"Received Oth Dist",31.0,34.0,0.0
23,"MIDDLESEX",1170,"EAST BRUNSWICK TWP",70,"State Facilities",2.0,1.0,0.0
23,"MIDDLESEX",1290,"EDISON TWP",11,"Onroll (Full)",13342.0,13652.0,13869.0
23,"MIDDLESEX",1290,"EDISON TWP",21,"Onroll (SpEd Full)",1335.0,1360.0,1376.0
23,"MIDDLESEX",1290,"EDISON TWP",22,"Onroll (SpEd Shared)",30.0,29.0,28.0
23,"MIDDLESEX",1290,"EDISON TWP",40,"Sent Private School",79.0,87.0,87.0
23,"MIDDLESEX",1290,"EDISON TWP",51,"Sent Oth Dist Reg",0.0,2.0,0.0
23,"MIDDLESEX",1290,"EDISON TWP",52,"Sent Oth Dist SpEd",94.0,86.5,89.0
23,"MIDDLESEX",1290,"EDISON TWP",60,"Received Oth Dist",50.0,171.0,165.0
23,"MIDDLESEX",1290,"EDISON TWP",70,"State Facilities",3.0,4.0,4.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",11,"Onroll (Full)",1432.0,1431.0,1445.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",21,"Onroll (SpEd Full)",212.0,206.0,206.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",22,"Onroll (SpEd Shared)",1.0,0,0.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",40,"Sent Private School",16.0,18.0,18.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",52,"Sent Oth Dist SpEd",10.0,9.0,9.0
23,"MIDDLESEX",2150,"HIGHLAND PARK BORO",60,"Received Oth Dist",7.0,8.0,11.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",11,"Onroll (Full)",603.0,595.0,629.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",21,"Onroll (SpEd Full)",64.0,73.0,70.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",40,"Sent Private School",7.0,4.0,12.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",51,"Sent Oth Dist Reg",223.0,211.0,216.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",52,"Sent Oth Dist SpEd",65.0,63.0,50.0
23,"MIDDLESEX",2370,"JAMESBURG BORO",70,"State Facilities",1.0,0,0.0
23,"MIDDLESEX",3120,"METUCHEN BORO",11,"Onroll (Full)",1866.0,1932.0,1946.0
23,"MIDDLESEX",3120,"METUCHEN BORO",21,"Onroll (SpEd Full)",285.0,302.0,334.0
23,"MIDDLESEX",3120,"METUCHEN BORO",22,"Onroll (SpEd Shared)",4.0,5.0,0.0
23,"MIDDLESEX",3120,"METUCHEN BORO",40,"Sent Private School",19.0,17.0,0.0
23,"MIDDLESEX",3120,"METUCHEN BORO",52,"Sent Oth Dist SpEd",11.5,8.0,2.0
23,"MIDDLESEX",3120,"METUCHEN BORO",60,"Received Oth Dist",10.0,20.0,0.0
23,"MIDDLESEX",3120,"METUCHEN BORO",70,"State Facilities",2.0,0,0.0
23,"MIDDLESEX",3140,"MIDDLESEX BORO",11,"Onroll (Full)",1849.0,1798.0,1796.0
23,"MIDDLESEX",3140,"MIDDLESEX BORO",21,"Onroll (SpEd Full)",229.0,257.0,257.0
23,"MIDDLESEX",3140,"MIDDLESEX BORO",22,"Onroll (SpEd Shared)",7.0,7.0,0.0
23,"MIDDLESEX",3140,"MIDDLESEX BORO",40,"Sent Private School",8.0,9.0,11.0
23,"MIDDLESEX",3140,"MIDDLESEX BORO",52,"Sent Oth Dist SpEd",5.0,6.0,8.5
23,"MIDDLESEX",3140,"MIDDLESEX BORO",60,"Received Oth Dist",22.0,32.0,25.0
23,"MIDDLESEX",3145,"MIDDLESEX CO REG SER COMM",11,"Onroll (Full)",17.0,9.0,9.0
23,"MIDDLESEX",3145,"MIDDLESEX CO REG SER COMM",21,"Onroll (SpEd Full)",596.0,573.0,682.0
23,"MIDDLESEX",3145,"MIDDLESEX CO REG SER COMM",22,"Onroll (SpEd Shared)",3.0,3.0,4.0
23,"MIDDLESEX",3145,"MIDDLESEX CO REG SER COMM",60,"Received Oth Dist",614.5,583.5,693.0
23,"MIDDLESEX",3150,"MIDDLESEX CO VOCATIONAL",11,"Onroll (Full)",1440.0,1498.0,1507.0
23,"MIDDLESEX",3150,"MIDDLESEX CO VOCATIONAL",12,"Onroll (Shared)",19.0,20.0,20.0
23,"MIDDLESEX",3150,"MIDDLESEX CO VOCATIONAL",21,"Onroll (SpEd Full)",485.0,486.0,477.0
23,"MIDDLESEX",3150,"MIDDLESEX CO VOCATIONAL",22,"Onroll (SpEd Shared)",178.0,201.0,191.0
23,"MIDDLESEX",3150,"MIDDLESEX CO VOCATIONAL",30,"Post-Secondary (Full)",418.0,436.0,438.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",11,"Onroll (Full)",609.0,629.0,624.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",21,"Onroll (SpEd Full)",73.0,88.0,93.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",22,"Onroll (SpEd Shared)",5.0,5.0,0.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",40,"Sent Private School",6.0,8.0,8.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",51,"Sent Oth Dist Reg",262.0,267.0,267.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",52,"Sent Oth Dist SpEd",27.0,28.0,28.0
23,"MIDDLESEX",3220,"MILLTOWN BORO",60,"Received Oth Dist",7.0,10.0,10.0
23,"MIDDLESEX",3290,"MONROE TWP",11,"Onroll (Full)",5437.0,5581.0,5733.0
23,"MIDDLESEX",3290,"MONROE TWP",12,"Onroll (Shared)",1.0,1.0,1.0
23,"MIDDLESEX",3290,"MONROE TWP",21,"Onroll (SpEd Full)",876.0,897.0,913.0
23,"MIDDLESEX",3290,"MONROE TWP",22,"Onroll (SpEd Shared)",6.0,4.0,7.0
23,"MIDDLESEX",3290,"MONROE TWP",40,"Sent Private School",24.0,29.0,24.0
23,"MIDDLESEX",3290,"MONROE TWP",51,"Sent Oth Dist Reg",0.0,1.0,1.0
23,"MIDDLESEX",3290,"MONROE TWP",52,"Sent Oth Dist SpEd",25.0,19.0,30.0
23,"MIDDLESEX",3290,"MONROE TWP",60,"Received Oth Dist",284.0,284.0,255.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",11,"Onroll (Full)",7916.0,8154.0,8302.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",12,"Onroll (Shared)",2.0,0,0.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",13,"Onroll (Reg Adult HS)",4.0,1.0,4.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",21,"Onroll (SpEd Full)",1148.0,1265.0,1497.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",22,"Onroll (SpEd Shared)",5.0,6.0,0.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",40,"Sent Private School",68.5,72.0,0.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",50,"Sent Contract Presch",1137.0,1060.0,0.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",51,"Sent Oth Dist Reg",10.0,5.0,1139.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",52,"Sent Oth Dist SpEd",128.0,128.0,9.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",60,"Received Oth Dist",5.0,4.0,0.0
23,"MIDDLESEX",3530,"NEW BRUNSWICK CITY",70,"State Facilities",26.0,23.0,23.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",11,"Onroll (Full)",5588.0,5480.0,5623.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",21,"Onroll (SpEd Full)",660.0,704.0,705.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",22,"Onroll (SpEd Shared)",3.0,3.0,4.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",40,"Sent Private School",19.0,21.0,19.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",51,"Sent Oth Dist Reg",9.0,9.0,8.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",52,"Sent Oth Dist SpEd",31.0,30.0,31.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",60,"Received Oth Dist",3.0,2.0,3.0
23,"MIDDLESEX",3620,"NORTH BRUNSWICK TWP",70,"State Facilities",4.0,0,0.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",11,"Onroll (Full)",7742.0,7644.0,7636.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",21,"Onroll (SpEd Full)",1244.0,1286.0,1285.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",22,"Onroll (SpEd Shared)",8.0,11.0,11.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",40,"Sent Private School",48.0,43.5,45.5
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",51,"Sent Oth Dist Reg",14.0,12.0,12.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",52,"Sent Oth Dist SpEd",28.0,25.0,24.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",60,"Received Oth Dist",1.0,1.0,1.0
23,"MIDDLESEX",3845,"OLD BRIDGE TWP",70,"State Facilities",0,1.0,0.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",11,"Onroll (Full)",9966.0,10010.0,11115.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",13,"Onroll (Reg Adult HS)",165.0,87.0,200.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",21,"Onroll (SpEd Full)",888.0,910.0,980.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",22,"Onroll (SpEd Shared)",31.0,36.0,45.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",40,"Sent Private School",62.0,56.0,67.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",50,"Sent Contract Presch",373.0,346.0,360.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",51,"Sent Oth Dist Reg",12.0,7.0,1.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",52,"Sent Oth Dist SpEd",86.5,69.5,95.0
23,"MIDDLESEX",4090,"PERTH AMBOY CITY",70,"State Facilities",1.0,8.0,8.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",11,"Onroll (Full)",6533.0,6456.0,6363.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",12,"Onroll (Shared)",0,1.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",21,"Onroll (SpEd Full)",795.0,798.0,809.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",22,"Onroll (SpEd Shared)",5.0,6.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",40,"Sent Private School",22.0,20.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",51,"Sent Oth Dist Reg",0.0,3.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",52,"Sent Oth Dist SpEd",17.0,23.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",60,"Received Oth Dist",19.0,22.0,0.0
23,"MIDDLESEX",4130,"PISCATAWAY TWP",70,"State Facilities",4.0,2.0,0.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",11,"Onroll (Full)",5078.0,5142.0,5217.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",21,"Onroll (SpEd Full)",947.0,933.0,933.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",22,"Onroll (SpEd Shared)",8.0,8.0,8.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",40,"Sent Private School",52.0,48.5,48.5
23,"MIDDLESEX",4660,"SAYREVILLE BORO",51,"Sent Oth Dist Reg",3.0,3.0,2.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",52,"Sent Oth Dist SpEd",33.5,29.5,28.5
23,"MIDDLESEX",4660,"SAYREVILLE BORO",60,"Received Oth Dist",3.0,6.0,4.0
23,"MIDDLESEX",4660,"SAYREVILLE BORO",70,"State Facilities",5.0,3.0,0.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",11,"Onroll (Full)",938.0,914.0,910.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",21,"Onroll (SpEd Full)",136.0,151.0,151.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",22,"Onroll (SpEd Shared)",7.0,6.0,6.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",40,"Sent Private School",14.0,14.0,14.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",52,"Sent Oth Dist SpEd",18.0,24.0,23.0
23,"MIDDLESEX",4830,"SOUTH AMBOY CITY",70,"State Facilities",8.0,1.0,0.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",11,"Onroll (Full)",7779.0,7841.0,7788.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",21,"Onroll (SpEd Full)",865.0,875.0,894.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",22,"Onroll (SpEd Shared)",4.0,2.0,0.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",40,"Sent Private School",53.5,50.0,52.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",51,"Sent Oth Dist Reg",2.0,1.0,0.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",52,"Sent Oth Dist SpEd",40.0,32.5,6.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",60,"Received Oth Dist",106.0,100.0,96.0
23,"MIDDLESEX",4860,"SOUTH BRUNSWICK TWP",70,"State Facilities",1.0,3.0,3.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",11,"Onroll (Full)",3139.0,3060.0,2917.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",21,"Onroll (SpEd Full)",436.0,472.0,467.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",22,"Onroll (SpEd Shared)",6.0,3.0,0.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",40,"Sent Private School",16.0,14.0,0.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",51,"Sent Oth Dist Reg",0.0,1.0,0.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",52,"Sent Oth Dist SpEd",20.0,20.0,41.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",60,"Received Oth Dist",128.0,127.0,0.0
23,"MIDDLESEX",4910,"SOUTH PLAINFIELD BORO",70,"State Facilities",0,1.0,0.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",11,"Onroll (Full)",1953.0,1903.0,2016.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",21,"Onroll (SpEd Full)",348.0,330.0,343.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",22,"Onroll (SpEd Shared)",7.0,1.0,1.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",40,"Sent Private School",12.0,11.0,0.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",51,"Sent Oth Dist Reg",0.0,1.0,0.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",52,"Sent Oth Dist SpEd",14.0,17.0,15.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",60,"Received Oth Dist",20.0,20.0,20.0
23,"MIDDLESEX",4920,"SOUTH RIVER BORO",70,"State Facilities",4.0,0,0.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",11,"Onroll (Full)",1582.0,1587.0,1583.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",12,"Onroll (Shared)",2.0,2.0,2.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",21,"Onroll (SpEd Full)",187.0,190.0,190.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",22,"Onroll (SpEd Shared)",1.0,1.0,1.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",40,"Sent Private School",8.5,11.5,11.5
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",51,"Sent Oth Dist Reg",3.0,0.0,0.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",52,"Sent Oth Dist SpEd",12.0,10.0,10.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",60,"Received Oth Dist",320.0,318.0,318.0
23,"MIDDLESEX",4970,"SPOTSWOOD BORO",70,"State Facilities",1.0,1.0,1.0
23,"MIDDLESEX",5850,"WOODBRIDGE TWP",11,"Onroll (Full)",12227.0,12280.0,12234.0
