"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","LINE_NO","ACCOUNT","LINE_DESC","AMOUNT_1","AMOUNT_2","AMOUNT_3"
01,"ATLANTIC",0010,"ABSECON CITY",76380,"10-604","Interest Deposit To Capital Reserve",0.00,10.00,10.00
01,"ATLANTIC",0010,"ABSECON CITY",76400,"","Total Capital Outlay",55742.00,42693.00,65752.00
01,"ATLANTIC",0010,"ABSECON CITY",77680,"13-422-100-XXX","Total Summer School - Instruction",24301.00,21468.00,23315.00
01,"ATLANTIC",0010,"ABSECON CITY",77840,"13-422-X00-XXX","Total Summer School",24301.00,21468.00,23315.00
01,"ATLANTIC",0010,"ABSECON CITY",83080,"13-XXX-XXX-XXX","Total Special Schools",24301.00,21468.00,23315.00
01,"ATLANTIC",0010,"ABSECON CITY",84000,"10-000-100-56X","Transfer Of Funds To Charter Schools",360470.00,370550.00,421843.00
01,"ATLANTIC",0010,"ABSECON CITY",84060,"","General Fund Grand Total",12460039.00,13140223.00,13482936.00
01,"ATLANTIC",0010,"ABSECON CITY",88000,"20-XXX-XXX-XXX","Nonpublic Textbooks",24470.00,23468.00,23468.00
01,"ATLANTIC",0010,"ABSECON CITY",88020,"20-XXX-XXX-XXX","Nonpublic Auxiliary Services",23291.00,40609.00,40609.00
01,"ATLANTIC",0010,"ABSECON CITY",88040,"20-XXX-XXX-XXX","Nonpublic Handicapped Services",34274.00,28604.00,28604.00
01,"ATLANTIC",0010,"ABSECON CITY",88060,"20-XXX-XXX-XXX","Nonpublic Nursing Services",37584.00,36990.00,36990.00
01,"ATLANTIC",0010,"ABSECON CITY",88080,"20-XXX-XXX-XXX","Nonpublic Technology Initiative",13046.00,10686.00,10686.00
01,"ATLANTIC",0010,"ABSECON CITY",88090,"20-XXX-XXX-XXX","Nonpublic Security Aid",0.00,10275.00,10275.00
01,"ATLANTIC",0010,"ABSECON CITY",88180,"","Total Other State Projects",132665.00,150632.00,150632.00
01,"ATLANTIC",0010,"ABSECON CITY",88200,"20-XXX-XXX-XXX","Total State Projects",132665.00,150632.00,150632.00
01,"ATLANTIC",0010,"ABSECON CITY",88320,"20-220-100-XXX","Total Preschool Expansion Grant Instruction",0.00,144000.00,158343.00
01,"ATLANTIC",0010,"ABSECON CITY",88380,"20-220-200-XXX","Total Preschool Expansion Grant Support Services",0.00,100159.00,85816.00
01,"ATLANTIC",0010,"ABSECON CITY",88395,"20-220-XXX-XXX","Total Preschool Expansion Grant",0.00,244159.00,244159.00
01,"ATLANTIC",0010,"ABSECON CITY",88500,"20-XXX-XXX-XXX","Title I",282759.00,223654.00,190105.00
01,"ATLANTIC",0010,"ABSECON CITY",88520,"20-XXX-XXX-XXX","Title II",30795.00,30767.00,26152.00
01,"ATLANTIC",0010,"ABSECON CITY",88540,"20-XXX-XXX-XXX","Title III",23604.00,13216.00,11233.00
01,"ATLANTIC",0010,"ABSECON CITY",88620,"20-XXX-XXX-XXX","I.D.E.A. Part B (Handicapped)",300407.00,310590.00,264001.00
01,"ATLANTIC",0010,"ABSECON CITY",88700,"20-XXX-XXX-XXX","Other",0.00,8726.00,7417.00
01,"ATLANTIC",0010,"ABSECON CITY",88740,"20-XXX-XXX-XXX","Total Federal Projects",637565.00,831112.00,743067.00
01,"ATLANTIC",0010,"ABSECON CITY",88760,"","Total Special Revenue Funds",770230.00,981744.00,893699.00
01,"ATLANTIC",0010,"ABSECON CITY",89660,"40-701-510-XXX","Total Regular Debt Service",94718.00,311300.00,391950.00
01,"ATLANTIC",0010,"ABSECON CITY",89980,"","Total Debt Service Funds",94718.00,311300.00,391950.00
01,"ATLANTIC",0010,"ABSECON CITY",90000,"","Total Expenditures/Appropriations",13324987.00,14433267.00,14768585.00
01,"ATLANTIC",0010,"ABSECON CITY",90010,"","Total Expenditures Net of Transfers",13324987.00,14433267.00,14768585.00
01,"ATLANTIC",0110,"ATLANTIC CITY",3200,"11-1XX-100-XXX","Total Regular Programs - Instruction",39177725.00,38811294.00,38875643.00
01,"ATLANTIC",0110,"ATLANTIC CITY",10300,"11-2XX-100-XXX","Total Special Education - Instruction",12249482.00,12351049.00,12158074.00
01,"ATLANTIC",0110,"ATLANTIC CITY",11160,"11-230-100-XXX","Total Basic Skills/Remedial - Instruction",4705138.00,4030782.00,3270822.00
01,"ATLANTIC",0110,"ATLANTIC CITY",12160,"11-240-100-XXX","Total Bilingual Education - Instruction",4408989.00,4540506.00,2948456.00
01,"ATLANTIC",0110,"ATLANTIC CITY",17100,"11-401-100-XXX","Total School-Spon. Co/Extra Curr. Actvts. - Inst",582268.00,460927.00,330880.00
01,"ATLANTIC",0110,"ATLANTIC CITY",17600,"11-402-100-XXX","Total School-Sponsored Athletics - Instruction",780642.00,600598.00,612778.00
01,"ATLANTIC",0110,"ATLANTIC CITY",20620,"11-422-XXX-XXX","Total Summer School",233956.00,6880.00,32051.00
01,"ATLANTIC",0110,"ATLANTIC CITY",21620,"11-423-XXX-XXX","Total Instructional Alternative Ed Program",536408.00,0.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",22620,"11-424-XXX-XXX","Total Other Supplemental/At-Risk Programs",1935227.00,1256748.00,1008090.00
01,"ATLANTIC",0110,"ATLANTIC CITY",25100,"11-4XX-100-XXX","Total Other Instructional Programs - Instruction",161197.00,214352.00,214352.00
01,"ATLANTIC",0110,"ATLANTIC CITY",27100,"11-800-330-XXX","Total Community Services Programs/Operations",276701.00,188971.00,61606.00
01,"ATLANTIC",0110,"ATLANTIC CITY",29180,"11-000-100-XXX","Total Undistributed Expenditures - Instruction (Tuition)",8155402.00,8611120.00,10520278.00
01,"ATLANTIC",0110,"ATLANTIC CITY",29680,"11-000-211-XXX","Total Undist. Expend.-Attendance And Social Work",147406.00,44244.00,41244.00
01,"ATLANTIC",0110,"ATLANTIC CITY",30620,"11-000-213-XXX","Total Undist. Expenditures - Health Services",1073373.00,1087943.00,1166241.00
01,"ATLANTIC",0110,"ATLANTIC CITY",40580,"11-000-216-XXX","Total Undist. Expend.-Speech, OT, PT And Related Svcs",644943.00,733934.00,819044.00
01,"ATLANTIC",0110,"ATLANTIC CITY",41660,"11-000-218-XXX","Total Undist. Expenditures - Guidance",2956457.00,2598669.00,2645031.00
01,"ATLANTIC",0110,"ATLANTIC CITY",42200,"11-000-219-XXX","Total Undist. Expenditures - Child Study Teams",2888223.00,2255963.00,2347047.00
01,"ATLANTIC",0110,"ATLANTIC CITY",43200,"11-000-221-XXX","Total Undist. Expend.-Improv. Of Inst. Serv.",5690005.00,2607384.00,2262002.00
01,"ATLANTIC",0110,"ATLANTIC CITY",43620,"11-000-222-XXX","Total Undist. Expend.-Edu. Media Serv./Library",1841400.00,1535528.00,1305448.00
01,"ATLANTIC",0110,"ATLANTIC CITY",44180,"11-000-223-XXX","Total Undist. Expend.-Instr. Staff Training Serv.",0.00,149.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",45300,"11-000-230-XXX","Total Undist. Expend.-Support Serv.-Gen. Admin.",1954235.00,2275652.00,2539798.00
01,"ATLANTIC",0110,"ATLANTIC CITY",46160,"11-000-240-XXX","Total Undist. Expend.-Support Serv.-School Admin.",5089688.00,5054542.00,5063414.00
01,"ATLANTIC",0110,"ATLANTIC CITY",47200,"11-000-251-XXX","Total Undist. Expend. - Central Services",1201329.00,1646211.00,1728071.00
01,"ATLANTIC",0110,"ATLANTIC CITY",47620,"11-000-252-XXX","Total Undist. Expend. - Admin. Info Technology",847033.00,865916.00,719789.00
01,"ATLANTIC",0110,"ATLANTIC CITY",51120,"11-000-26X-XXX","Total Undist. Expend.-Oper. And Maint. Of Plant Serv.",16156981.00,15535244.00,16200136.00
01,"ATLANTIC",0110,"ATLANTIC CITY",52480,"11-000-270-XXX","Total Undist. Expend.-Student Transportation Serv.",5263918.00,5366898.00,5841703.00
01,"ATLANTIC",0110,"ATLANTIC CITY",71260,"11-XXX-XXX-2XX","Total Personal Services - Employee Benefits",29611536.00,30739327.00,27442641.00
01,"ATLANTIC",0110,"ATLANTIC CITY",72140,"","Total Undistributed Expenditures",83521929.00,80958724.00,80641887.00
01,"ATLANTIC",0110,"ATLANTIC CITY",72260,"","Total General Current Expense",148569662.00,143420831.00,140154639.00
01,"ATLANTIC",0110,"ATLANTIC CITY",75880,"12-XXX-XXX-730","Total Equipment",227861.00,385371.00,255000.00
01,"ATLANTIC",0110,"ATLANTIC CITY",76260,"12-000-400-XXX","Total Facilities Acquisition And Const. Serv.",485066.00,73597.00,73597.00
01,"ATLANTIC",0110,"ATLANTIC CITY",76340,"12-000-400-933","Capital Reserve - Transfer To Repayment Of Debt",12609857.00,0.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",76400,"","Total Capital Outlay",13322784.00,458968.00,328597.00
01,"ATLANTIC",0110,"ATLANTIC CITY",84000,"10-000-100-56X","Transfer Of Funds To Charter Schools",4129614.00,4020122.00,7777977.00
01,"ATLANTIC",0110,"ATLANTIC CITY",84060,"","General Fund Grand Total",166022060.00,147899921.00,148261213.00
01,"ATLANTIC",0110,"ATLANTIC CITY",84100,"20-XXX-XXX-XXX","Local Projects",6614.00,17969.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",85120,"20-218-100-XXX","Total PEA Instruction",1870717.00,2261231.00,2324070.00
01,"ATLANTIC",0110,"ATLANTIC CITY",86380,"20-218-200-XXX","Total Support Services",987408.00,1214831.00,1494369.00
01,"ATLANTIC",0110,"ATLANTIC CITY",87040,"20-218-400-XXX","Total Fac Acquisition And Constr. Services",0.00,0.00,250000.00
01,"ATLANTIC",0110,"ATLANTIC CITY",87100,"20-218-XXX-XXX","Total Preschool Education Aid",2858125.00,3476062.00,4068439.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88000,"20-XXX-XXX-XXX","Nonpublic Textbooks",9855.00,8908.00,7572.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88020,"20-XXX-XXX-XXX","Nonpublic Auxiliary Services",40612.00,45853.00,38975.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88040,"20-XXX-XXX-XXX","Nonpublic Handicapped Services",16624.00,38755.00,32942.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88060,"20-XXX-XXX-XXX","Nonpublic Nursing Services",15745.00,14040.00,11934.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88080,"20-XXX-XXX-XXX","Nonpublic Technology Initiative",5192.00,4056.00,3315.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88090,"20-XXX-XXX-XXX","Nonpublic Security Aid",0.00,3900.00,3448.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88180,"","Total Other State Projects",88028.00,115512.00,98186.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88200,"20-XXX-XXX-XXX","Total State Projects",2946153.00,3591574.00,4166625.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88320,"20-220-100-XXX","Total Preschool Expansion Grant Instruction",0.00,1575418.00,1232611.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88380,"20-220-200-XXX","Total Preschool Expansion Grant Support Services",0.00,1019722.00,1462209.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88390,"20-220-400-XXX","Total Preschool Expansion Grant Fac Acquisition And Constr. Services",0.00,135000.00,35320.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88395,"20-220-XXX-XXX","Total Preschool Expansion Grant",0.00,2730140.00,2730140.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88500,"20-XXX-XXX-XXX","Title I",3455633.00,4719682.00,3698945.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88520,"20-XXX-XXX-XXX","Title II",629369.00,651666.00,525264.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88540,"20-XXX-XXX-XXX","Title III",277571.00,280526.00,216948.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88620,"20-XXX-XXX-XXX","I.D.E.A. Part B (Handicapped)",1867815.00,1948019.00,1645049.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88640,"20-XXX-XXX-XXX","Vocational Education",99760.00,107462.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88700,"20-XXX-XXX-XXX","Other",28349.00,118631.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88740,"20-XXX-XXX-XXX","Total Federal Projects",6358497.00,10556126.00,8816346.00
01,"ATLANTIC",0110,"ATLANTIC CITY",88760,"","Total Special Revenue Funds",9311264.00,14165669.00,12982971.00
01,"ATLANTIC",0110,"ATLANTIC CITY",89660,"40-701-510-XXX","Total Regular Debt Service",15314059.00,13416958.00,8937789.00
01,"ATLANTIC",0110,"ATLANTIC CITY",89980,"","Total Debt Service Funds",15314059.00,13416958.00,8937789.00
01,"ATLANTIC",0110,"ATLANTIC CITY",90000,"","Total Expenditures/Appropriations",190647383.00,175482548.00,170181973.00
01,"ATLANTIC",0110,"ATLANTIC CITY",90004,"12-000-400-933","Deduct Transfer-Capital Reserve - Transfer To Repayment Of Debt",12609857.00,0.00,0.00
01,"ATLANTIC",0110,"ATLANTIC CITY",90010,"","Total Expenditures Net of Transfers",178037526.00,175482548.00,170181973.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",3200,"11-1XX-100-XXX","Total Regular Programs - Instruction",3196294.00,3775760.00,4167558.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",10300,"11-2XX-100-XXX","Total Special Education - Instruction",0.00,185000.00,240365.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",15180,"11-3XX-100-XXX","Total Vocational Programs",3275709.00,3143584.00,3245973.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",17100,"11-401-100-XXX","Total School-Spon. Co/Extra Curr. Actvts. - Inst",66866.00,92100.00,83800.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",17600,"11-402-100-XXX","Total School-Sponsored Athletics - Instruction",282879.00,324714.00,341511.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",25100,"11-4XX-100-XXX","Total Other Instructional Programs - Instruction",41206.00,85502.00,74325.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",30620,"11-000-213-XXX","Total Undist. Expenditures - Health Services",219048.00,224964.00,233377.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",41660,"11-000-218-XXX","Total Undist. Expenditures - Guidance",584215.00,615270.00,688079.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",42200,"11-000-219-XXX","Total Undist. Expenditures - Child Study Teams",92124.00,144115.00,142065.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",43200,"11-000-221-XXX","Total Undist. Expend.-Improv. Of Inst. Serv.",472131.00,528891.00,520069.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",43620,"11-000-222-XXX","Total Undist. Expend.-Edu. Media Serv./Library",69058.00,106154.00,106999.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",44180,"11-000-223-XXX","Total Undist. Expend.-Instr. Staff Training Serv.",10545.00,20250.00,18241.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",45300,"11-000-230-XXX","Total Undist. Expend.-Support Serv.-Gen. Admin.",438341.00,503669.00,532338.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",46160,"11-000-240-XXX","Total Undist. Expend.-Support Serv.-School Admin.",391674.00,374599.00,494164.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",47200,"11-000-251-XXX","Total Undist. Expend. - Central Services",346599.00,385762.00,390383.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",47620,"11-000-252-XXX","Total Undist. Expend. - Admin. Info Technology",194427.00,356086.00,359371.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",51120,"11-000-26X-XXX","Total Undist. Expend.-Oper. And Maint. Of Plant Serv.",3089387.00,3552369.00,3426914.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",52480,"11-000-270-XXX","Total Undist. Expend.-Student Transportation Serv.",354622.00,542220.00,618487.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",71260,"11-XXX-XXX-2XX","Total Personal Services - Employee Benefits",3667046.00,5013586.00,4933166.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",72140,"","Total Undistributed Expenditures",9929217.00,12367935.00,12463653.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",72180,"10-606","Interest Earned On Maintenance Reserve",0.00,100.00,100.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",72260,"","Total General Current Expense",16792171.00,19974695.00,20617285.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",75880,"12-XXX-XXX-730","Total Equipment",225737.00,140383.00,69000.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",76260,"12-000-400-XXX","Total Facilities Acquisition And Const. Serv.",14430.00,3500.00,82000.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",76320,"12-000-400-931","Capital Reserve - Transfer To Capital Projects",70804.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",76360,"10-604","Increase In Capital Reserve",0.00,84000.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",76380,"10-604","Interest Deposit To Capital Reserve",0.00,400.00,400.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",76400,"","Total Capital Outlay",310971.00,228283.00,151400.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",77140,"13-330-100-XXX","Total Post-Secondary Programs - Instruction",284527.00,384507.00,369993.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",77280,"13-330-200-XXX","Total Post-Secondary Programs - Support Services",50949.00,58151.00,68148.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",77300,"13-330-X00-XXX","Total Post-Secondary Programs",335476.00,442658.00,438141.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",78180,"13-4XX-100-XXX","Total Other Special Schools - Instruction",688461.00,784745.00,629954.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",78320,"13-4XX-200-XXX","Total Other Special Schools - Support Services",147123.00,173146.00,264358.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",78340,"13-4XX-X00-XXX","Total Other Special Schools",835584.00,957891.00,894312.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",81180,"13-629-100-XXX","Total Vocational Evening-Local-Instruction",89201.00,86000.00,96800.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",81320,"13-629-200-XXX","Total Vocational Evening-Local-Support Serv.",75254.00,92995.00,96260.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",81340,"13-629-X00-XXX","Total Vocational Evening - Local",164455.00,178995.00,193060.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",83080,"13-XXX-XXX-XXX","Total Special Schools",1335515.00,1579544.00,1525513.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",84060,"","General Fund Grand Total",18438657.00,21782522.00,22294198.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",84100,"20-XXX-XXX-XXX","Local Projects",41415.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88140,"20-XXX-XXX-XXX","Other",14027.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88180,"","Total Other State Projects",14027.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88200,"20-XXX-XXX-XXX","Total State Projects",14027.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88500,"20-XXX-XXX-XXX","Title I",518957.00,357170.00,355845.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88520,"20-XXX-XXX-XXX","Title II",17398.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88620,"20-XXX-XXX-XXX","I.D.E.A. Part B (Handicapped)",205988.00,175090.00,222135.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88640,"20-XXX-XXX-XXX","Vocational Education",0.00,119675.00,123990.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88700,"20-XXX-XXX-XXX","Other",237423.00,0.00,0.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88740,"20-XXX-XXX-XXX","Total Federal Projects",979766.00,651935.00,701970.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",88760,"","Total Special Revenue Funds",1035208.00,651935.00,701970.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",90000,"","Total Expenditures/Appropriations",19473865.00,22434457.00,22996168.00
01,"ATLANTIC",0120,"ATLANTIC CO VOCATIONAL",90010,"","Total Expenditures Net of Transfers",19473865.00,22434457.00,22996168.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",10300,"11-2XX-100-XXX","Total Special Education - Instruction",7607307.00,7532630.00,7130120.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",25100,"11-4XX-100-XXX","Total Other Instructional Programs - Instruction",855485.00,937146.00,836961.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",30620,"11-000-213-XXX","Total Undist. Expenditures - Health Services",447738.00,446204.00,445735.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",40580,"11-000-216-XXX","Total Undist. Expend.-Speech, OT, PT And Related Svcs",1555293.00,1396237.00,1426444.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",42200,"11-000-219-XXX","Total Undist. Expenditures - Child Study Teams",841806.00,878662.00,813190.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",43200,"11-000-221-XXX","Total Undist. Expend.-Improv. Of Inst. Serv.",0.00,7800.00,5000.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",43620,"11-000-222-XXX","Total Undist. Expend.-Edu. Media Serv./Library",11627.00,19770.00,15000.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",44180,"11-000-223-XXX","Total Undist. Expend.-Instr. Staff Training Serv.",15283.00,15000.00,31000.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",45300,"11-000-230-XXX","Total Undist. Expend.-Support Serv.-Gen. Admin.",360682.00,388762.00,413080.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",46160,"11-000-240-XXX","Total Undist. Expend.-Support Serv.-School Admin.",672983.00,639023.00,581739.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",47200,"11-000-251-XXX","Total Undist. Expend. - Central Services",724858.00,740289.00,747605.00
01,"ATLANTIC",0125,"ATLANTIC CO SPECIAL SERV",47620,"11-000-252-XXX","Total Undist. Expend. - Admin. Info Technology",89454.00,161314.00,185029.00
